"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19","People can't get enough of Michelle Obama's face during Trump's inauguration https://t.co/edOhx9fZ0v",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788844654593",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KiwiLanguages",0,FALSE,FALSE,NA,NA
"20","RT @MattGertz: Today couldn't have happened if the right-wing media hadn't spent years priming their audience with hatred of Obama. https:/‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788844572673",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nanna68",180,TRUE,FALSE,NA,NA
"21","RT @jemelehill: Trump: America will be protected by God.

God: https://t.co/dUNCQvvIOP",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788836233216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaebreezy__",3436,TRUE,FALSE,NA,NA
"22","RT @NewsHour: Comparison: President Trump and Barack Obama‚Äôs #Inauguration  crowds #DayOne https://t.co/bmm9G8zOUF https://t.co/i8p4S51QOM",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788827877377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","originalgenome",10279,TRUE,FALSE,NA,NA
"23","RT @NewssTrump: BREAKING VIDEO : Trump CALLS OUT Radical Islamic Terror ‚ÄúWe Will Eradicate it Completely From the Face of the Earth‚Äù https:‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788815257603",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KathyRoseHannah",7,TRUE,FALSE,NA,NA
"24","RT @samswey: There are more protesters in DC today than Trump supporters.",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788806905861",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RavelTheTruth",11,TRUE,FALSE,NA,NA
"25","RT @DreadChapo: "" Donald Trump is now your 45th president of the United States of America "" https://t.co/prHVds3F6B",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788802682882",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__airolg",304,TRUE,FALSE,NA,NA
"26","@POTUS Lennox Gifts given to 45th President Donald Trump &amp; Vice President Mike https://t.co/aDlB1Yiatf fromSylvania‚Ä¶ https://t.co/z1tFJDdA6A",FALSE,0,"POTUS",2017-01-20 19:58:31,TRUE,NA,"822533788790063105","822215679726100480","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonieSusie",0,FALSE,FALSE,NA,NA
"27","We‚Äôre not even a day into a Trump presidency, and @POTUS is trying to wipe climate action from the agenda. #NoMandate",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788781645831",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DefendOurFuture",0,FALSE,FALSE,NA,NA
"28","@realDonaldTrump Will you lead by example?? Trump merchandise is all manufactured outside the US. Hire American workers!",FALSE,0,"realDonaldTrump",2017-01-20 19:58:31,FALSE,"822502887477673984","822533788769075201","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imrosemary",0,FALSE,FALSE,NA,NA
"29","RT @bradley_fox: Melania Trump look like she gunna go try and win the tri-wizard tournament https://t.co/NQ8XaCibVq",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788764962816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","M_Shel6",12557,TRUE,FALSE,NA,NA
"30","Donald trump is officially president and I can't wait for these next four years to pass by",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788735512579",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deadlyroses",0,FALSE,FALSE,NA,NA
"31","RT @ARnews1936: Trump signs his first official act as president, the waiver 4retired Gen. Mattis 2serve as defense secretary https://t.co/L‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788714627073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drowensdo1",21,TRUE,FALSE,NA,NA
"32","Trump is officially president....kill me now 
(No disrespect if you support him)",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788710408193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D0lanTwinFan",0,FALSE,FALSE,NA,NA
"33","RT @BuzzFeedNews: Trump announces end to climate and pollution rules as a first act https://t.co/Pcc6YfbeBf https://t.co/7i4WecNK9K",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788676792320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kirkfitz",187,TRUE,FALSE,NA,NA
"34","I was just told that Trump's speech was awful. Good! Hope the ratings will be low too.",FALSE,1,NA,2017-01-20 19:58:31,FALSE,NA,"822533788660092934",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","New_Jersey87",0,FALSE,FALSE,NA,NA
"35","RT @PrisonPlanet: Trump vows to stop Islamic terrorism! 

How dare he? This might offend Islamic terrorists!

I'm literally shaking. https:‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788660011009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lightlady",2699,TRUE,FALSE,NA,NA
"36","RT @CornellBarnard: Anti-Trump protest getting ready to start in downtown Oakland. #abc7now https://t.co/On0EBYnqH2",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788630745095",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GotJesss_",8,TRUE,FALSE,NA,NA
"37","RT @Y2SHAF: Obama Inauguration vs Trump Inauguration https://t.co/GPqbQnQ2l9",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788622266371",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlackDionysos",3712,TRUE,FALSE,NA,NA
"38","RT @CofC: Evvie Harmon, a 2012 grad, is a co-founder and global coordinator for the Women‚Äôs March on Washington. https://t.co/nqq98wmM7U ht‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788597108738",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vawhorley",1,TRUE,FALSE,NA,NA
"39","RT @cluedont: Been trying to think of a UK Trump equivalent and all I can think is if Jim Davidson came into a shit load of money and fell‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788576124928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Crumpatron",623,TRUE,FALSE,NA,NA
"40","Yup, lets find a way to blame this on Trump. RT https://t.co/92FDOzGDWN",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788567764995",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","steveatmguy",0,FALSE,FALSE,NA,NA
"41","RT @Thunderhorse149: @POTUS CONGRATULATIONS PRESIDENT DONALD J TRUMP, the FIRST LADY, @MELANIATRUMP , &amp; the FIRST FAMILY! #45thPOTUS #inaug‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788534247424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RealAndySidock",2,TRUE,FALSE,NA,NA
"42","RT @Kimbeex: ""Donald Trump is now the president and he deserves respect"" https://t.co/vN93jQoRYs",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788332920833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_charlahhh_",129,TRUE,FALSE,NA,NA
"43","RT @PizzagateFEED: @BreitbartNews @stranahan 

They're earning Trump more votes for 2020 every time they break a window.",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788332859397",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Puddworth",49,TRUE,FALSE,NA,NA
"44","RT @pookiedaslave: yall actin like trump finna come in ya crib n doo doo on u nigga stfu n get to some money",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788324524036",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dakotaxsmith",19,TRUE,FALSE,NA,NA
"45","RT @CGBPosts: Trump just became president and the LGBT section of the White House's site is already gone https://t.co/S50zJnarED",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788307693570",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Juls1616",1442,TRUE,FALSE,NA,NA
"46","RT @BrendanNyhan: ""This American carnage"" is a fiction in historical perspective https://t.co/iewsPxT5VP https://t.co/Hw21CPWpgH",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788295135233",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Brockelmonster4",976,TRUE,FALSE,NA,NA
"47","from updated https://t.co/VTDqegfJ0I: ""Trump is committed to eliminating harmful &amp; unnecessary policies such as the Climate Action Plan"" Ì†ΩÌ≤ÄÌ†ºÌ∂ò",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788286783489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kcekota",0,FALSE,FALSE,NA,NA
"48","Fuck that Trump noise. Seeing as their job is to protect the sovereignty of the settler state, their very existence‚Ä¶ https://t.co/teoXJtLhLE",FALSE,0,NA,2017-01-20 19:58:31,TRUE,NA,"822533788261580800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HoodAcademic",0,FALSE,FALSE,NA,NA
"49","RT @CharlesHurt: Whatever you think of President Trump's First Inaugural address, it will go down as one of the toughest, most honest ever‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788173500416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","of1heart1mind",89,TRUE,FALSE,NA,NA
"50","Donald Trump Plagiarized Bane in His Inaugural Speech https://t.co/EuVziyXWj6 via @jezebel",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788160892928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Galen727",0,FALSE,FALSE,NA,NA
"51","RT @AidenMarceron: I have nothing funny to tweet about Trump being president lol",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788156760065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImFine_Not",1,TRUE,FALSE,NA,NA
"52","RT @engadget: Trump's White House website deletes climate change, LGBT pages https://t.co/2DZGePSz4x https://t.co/oDxz0YyOVx",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788127346688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Petee68",101,TRUE,FALSE,NA,NA
"53","RT @luscas: medo de acorda de madrugada e da de cara com a piruca do trump na cozinha",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788085391360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ragnoliala",1309,TRUE,FALSE,NA,NA
"54","RT @maxwelltani: The George W. Bush reaction cam during Trump's inauguration speech was lit https://t.co/x33V19MLTn",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788064501760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hanelitay",7106,TRUE,FALSE,NA,NA
"55","RT @Y2SHAF: Obama Inauguration vs Trump Inauguration https://t.co/GPqbQnQ2l9",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788022571010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2Flow4U",3712,TRUE,FALSE,NA,NA
"56","RT @TeaPainUSA: IT'S OFFICIAL!  As of 12:00 p.m. EST today, Donald Trump is in violation of the United States Constitution.",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788014153728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mtduarte_",903,TRUE,FALSE,NA,NA
"57","Thanks to every delusional liberal out there for Trump.",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533788001566720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alter_eco86",0,FALSE,FALSE,NA,NA
"58","""Trump World tries to explain away broad unpopularity"" https://t.co/c9lOEE4wuO",FALSE,1,NA,2017-01-20 19:58:31,FALSE,NA,"822533787993128964",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeegGourd",0,FALSE,FALSE,NA,NA
"59","RT @papichuIo: Damn, Trump even managed to piss them off  https://t.co/p6m5LpfJ4K",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787968045057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_thaliaxovo",42,TRUE,FALSE,NA,NA
"60","RT @maxwelltani: The George W. Bush reaction cam during Trump's inauguration speech was lit https://t.co/x33V19MLTn",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787938672644",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The_Shrekster",7106,TRUE,FALSE,NA,NA
"61","RT @mcmounes: ‚ÄòDissolution of NATO, military alliance with Russia‚Äô: German Left leader echoes Trump https://t.co/wUq6QUuaSc",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787905101825",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lenababou",1,TRUE,FALSE,NA,NA
"62","RT @referee_mex: AY NANITA!!!!! Ì†ΩÌ∏≥
Donald Trump fusil√°ndose a Bane https://t.co/r3XNbAKPNr",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787900907520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","majocvzla",147,TRUE,FALSE,NA,NA
"63","RT @chrissyteigen: my favorite thing is trump supporters saying the crowds are low because they all HAVE JOBS, as they tweet, nonstop, from‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787846410241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsThatDanyTho",6255,TRUE,FALSE,NA,NA
"64","RT @Eduflack: Trump: American Schools https://t.co/5ktds26Pdj via @educationweek",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787783491585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nlallhstagram",12,TRUE,FALSE,NA,NA
"65","RT @JUST1NP0RR0: faltan 3 a√±os, 11 meses, 30 d√≠as y 6 horas para que Trump deje el poder dale que sobrevivimos",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787749912576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","feelingdamie",123,TRUE,FALSE,NA,NA
"66","Nancy Sinatra Slams CNN, Congratulates Trump: ‚ÄòWhy Do You Lie, CNN?‚Äô https://t.co/fc39sTUUCV https://t.co/a58htJPRpv",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787737321472",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","news_liveworld",0,FALSE,FALSE,NA,NA
"67","RT @Jezebel: Donald Trump plagiarized Bane in his #inauguration speech: https://t.co/Vt3tISj9s9 https://t.co/sSjkx7vcRJ",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787720568832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cameronquinn757",9011,TRUE,FALSE,NA,NA
"68","RT @CGBPosts: Donald Trump quoting a Batman villain at his inaugural speech https://t.co/rzHpIcJYE4",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787686961153",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","matty_aloud",259,TRUE,FALSE,NA,NA
"69","Nancy Sinatra Slams CNN, Congratulates Trump: ‚ÄòWhy Do You Lie, CNN?‚Äô https://t.co/3uWv1NJbAp https://t.co/spmSxQFAtE",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787670237188",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Alonsofg",0,FALSE,FALSE,NA,NA
"70","RT @KathViner: 'Mr Trump's speech was by turns bitter, blowhard and banal'  https://t.co/g0PX01tXqz",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787645046785",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NWALeeanna",22,TRUE,FALSE,NA,NA
"71","@OkieVision haha who cares about the KKK? Especially if they seem reenergized by Trump? Welp don't worry about it. I'm sure YOU will be fine",FALSE,0,"OkieVision",2017-01-20 19:58:31,FALSE,"822533362669785089","822533787611500544","119980244","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jordanolivier93",0,FALSE,FALSE,NA,NA
"72","‚ÄòAmerica First‚Äô: President Donald Trump Brings the Rain in Inauguration Address https://t.co/IxJxJCfQFF https://t.co/QHe1JyCM3o",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787603046402",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Figue_j",0,FALSE,FALSE,NA,NA
"73","‚ÄòAmerica First‚Äô: President Donald Trump Brings the Rain in Inauguration Address https://t.co/uithYztYIz https://t.co/CEENRxep6a",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787594661889",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Liz_Nwll",0,FALSE,FALSE,NA,NA
"74","RT @Daniel_Ohana: https://t.co/JrDoXiZx8w",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787582103552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeplorableAlex",3,TRUE,FALSE,NA,NA
"75","RT @CBSNews: Bidens prepare to depart D.C. for Delaware by Amtrak train; he's taken ""more than 8,000 round trips in his career"" https://t.c‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787561168897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HenrieTrigga",345,TRUE,FALSE,NA,NA
"76","Empez√≥ la era Trump. https://t.co/3oTFAtsis6",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787523444741",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","hrcomeglio",0,FALSE,FALSE,NA,NA
"77","RT @thehill: Madonna: U.S. has hit rock-bottom with Trump https://t.co/Q1HIuRs1n8 https://t.co/wN4fe8HxWj",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787519221760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZonaBurning",57,TRUE,FALSE,NA,NA
"78","RT @afneil: Trump: time for ordinary people to be more important than Washington elite.
Then has lunch with DC elite while ordinary folk wa‚Ä¶",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787431161858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hoolio321",86,TRUE,FALSE,NA,NA
"79","RT @willis_cj: To Trump and all his supporters..... https://t.co/X5wcsl4DaL",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787431079936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_mahogannyy",12767,TRUE,FALSE,NA,NA
"80","RT @jorgezepedap: Hoy es un mal d√≠a para los mexicanos, para el mundo, para la historia. D√≠a 1, Era Trump",FALSE,0,NA,2017-01-20 19:58:31,FALSE,NA,"822533787418578945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","XimenaBerumen_",20,TRUE,FALSE,NA,NA
"81","Crazy what's happening near the #Inauguration parade #ThankYouObama #Ivanka #TrumpPresidente  #trump #president‚Ä¶ https://t.co/PJBYvqO7QH",FALSE,0,NA,2017-01-20 19:58:31,TRUE,NA,"822533787406004225",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RandyCarson89",0,FALSE,FALSE,NA,NA
